Crop,Temperature (°C),Humidity (%),Rainfall (mm),Soil Type,Soil pH,Soil Moisture (%),Wind Speed (km/h),Solar Radiation (W/m²),Weather Condition,Precipitation (mm),Evapotranspiration (ET),Growth Stage,Kc,Water Requirement (mm/day)
Sorghum,26.7,48.4,35.2,Red Soil,6.5,22.7,6.6,258.5,Dry,5.3,1.51,Germination,0.3,1.96
Sorghum,30.8,43.9,64.6,Red Soil,7.1,27.7,9,242.2,Dry,9.6,1.88,Vegetative,0.75,2.75
Sorghum,33.1,43.9,30.5,Red Soil,6,26.7,10.8,297.6,Dry,1.4,2.21,Flowering,1,2.24
Sorghum,27.9,58.7,62.3,Red Soil,6.3,18.8,8.8,242.9,Dry,4.6,1.56,Fruiting,0.6,1.94
Sorghum,33.7,56.4,49.5,Red Soil,7.2,21.5,6.6,274.3,Dry,9.3,1.52,Germination,0.3,2.37
Sorghum,32.6,53.9,32.8,Red Soil,6.3,24.8,6.9,251.3,Sunny,5.2,1.54,Vegetative,0.75,1.98
Sorghum,33.9,49.8,59.7,Red Soil,7.2,24.7,14.3,305.4,Dry,5.6,2.47,Flowering,1,2.91
Sorghum,33.2,54.2,63.7,Red Soil,5.6,25.3,14.5,233,Sunny,7.1,2.27,Fruiting,0.6,2.87
Sorghum,32.4,50.1,49.6,Red Soil,6.4,21,13.4,246.5,Sunny,1.2,2.24,Germination,0.3,2.25
Sorghum,25.9,40.4,53.8,Red Soil,7.2,23.2,11.8,306.6,Sunny,1.1,2.23,Vegetative,0.75,2.23
Sorghum,32.9,40.2,63.4,Sandy Loam,6.6,23,7.5,230.9,Dry,9.3,1.81,Flowering,1,2.65
Sorghum,34.3,58.9,62.2,Sandy Loam,5.6,19.9,11.8,259.9,Dry,3.9,1.97,Fruiting,0.6,2.26
Sorghum,27.7,59.6,55,Red Soil,6.2,27.3,12,294,Dry,5.2,1.92,Germination,0.3,2.34
Sorghum,31.5,56.5,46.9,Red Soil,6.3,19.6,10.6,267.4,Dry,8.6,1.87,Vegetative,0.75,2.64
Sorghum,31.9,56.3,60.9,Red Soil,6.2,20.3,10.9,285.6,Dry,4.1,1.93,Flowering,1,2.24
Sorghum,32.3,57.5,69,Red Soil,7.1,25.2,7.4,240.4,Dry,4.1,1.5,Fruiting,0.6,1.83
Sorghum,26.1,45.9,40.8,Red Soil,6.1,25.4,10.7,279.1,Sunny,8.1,1.98,Germination,0.3,2.69
Sorghum,25,58.7,67.2,Red Soil,6.7,21.4,12,298,Dry,6.3,1.9,Vegetative,0.75,2.44
Sorghum,30,45.9,33.1,Sandy Loam,7,27.7,14.8,237.8,Sunny,9.8,2.4,Flowering,1,3.26
Sorghum,32.5,49,50.5,Sandy Loam,6.9,22.9,12.9,270,Sunny,0.7,2.26,Fruiting,0.6,2.22
Sorghum,26.1,55.5,55,Red Soil,6.4,21.7,9.8,300.6,Dry,6.5,1.76,Germination,0.3,2.32
Sorghum,33.6,48.1,55.8,Red Soil,5.6,25.4,9.6,279.4,Sunny,5.9,1.99,Vegetative,0.75,2.48
Sorghum,32.2,58,55.5,Red Soil,7.5,19.1,11.2,246.2,Dry,1.5,1.88,Flowering,1,1.94
Sorghum,30.1,46,50.6,Red Soil,7.3,19.1,7.1,241.1,Dry,5.5,1.63,Fruiting,0.6,2.1
Sorghum,28.1,45.5,47,Sandy Loam,7.1,19.3,10.4,270.6,Sunny,2.7,1.99,Germination,0.3,2.16
Sorghum,30.6,58.7,32.1,Sandy Loam,6.9,24.7,7.4,283.9,Sunny,3.1,1.51,Vegetative,0.75,1.74
Sorghum,26.8,42.9,58.3,Red Soil,5.5,24.6,8.8,299.5,Dry,1.9,1.89,Flowering,1,1.99
Sorghum,32.5,52.3,31.5,Sandy Loam,7.1,21.9,8,294.2,Dry,5,1.75,Fruiting,0.6,2.16
Sorghum,25.3,40.4,35.5,Sandy Loam,6.6,25.1,6.5,277.3,Sunny,2.7,1.63,Germination,0.3,1.82
Sorghum,29.6,58.6,39,Sandy Loam,7.1,21.5,6.5,258.3,Sunny,5.3,1.38,Vegetative,0.75,1.84
Sorghum,26,49.1,43.5,Sandy Loam,5.6,20.1,7,235.3,Sunny,5.8,1.49,Flowering,1,2
Sorghum,25.9,45.7,59.8,Sandy Loam,5.6,18.6,13,301.3,Sunny,6.5,2.25,Fruiting,0.6,2.79
Sorghum,30.4,44.7,55.9,Sandy Loam,5.7,24.6,13.6,297.4,Dry,6.6,2.42,Germination,0.3,2.96
Sorghum,25.1,43,56.7,Sandy Loam,6.8,22.2,7.8,276.4,Sunny,6.5,1.72,Vegetative,0.75,2.28
Sorghum,28.3,46.6,30.7,Red Soil,7.2,19.8,12,237.2,Sunny,1.8,2.07,Flowering,1,2.15
Sorghum,31.8,59.9,60.7,Red Soil,7.1,25.8,13.6,264.6,Dry,5.8,2.1,Fruiting,0.6,2.58
Sorghum,29,54,66.3,Red Soil,7.4,22.8,13.1,305.7,Sunny,2,2.18,Germination,0.3,2.27
Sorghum,33.4,55.8,66.1,Red Soil,7,20.1,13.5,237.8,Sunny,8.5,2.15,Vegetative,0.75,2.89
Sorghum,30.3,54.3,51.8,Sandy Loam,7.1,20.4,7.5,248.7,Sunny,2,1.55,Flowering,1,1.67
Sorghum,28.2,58.9,33.7,Sandy Loam,6.1,27.3,10.5,236.9,Sunny,7,1.72,Fruiting,0.6,2.33
Sorghum,33.5,54.9,48.4,Red Soil,5.6,24.6,7.7,279.3,Dry,7.4,1.66,Germination,0.3,2.32
Sorghum,34.9,47.3,63.5,Sandy Loam,6.9,19.7,9.1,304.8,Dry,8.1,2.03,Vegetative,0.75,2.74
Sorghum,30.2,55.9,66.2,Red Soil,6.9,23.7,8.4,261.5,Sunny,1.6,1.63,Flowering,1,1.71
Sorghum,28.1,56.7,58.1,Sandy Loam,6.3,18.8,14.1,263.3,Dry,0.7,2.15,Fruiting,0.6,2.11
Sorghum,28.5,55.3,40.3,Red Soil,6.7,21.4,12.1,255.9,Sunny,6.5,1.97,Germination,0.3,2.52
Sorghum,30.9,55.3,45.2,Red Soil,5.6,26.5,14.6,281.7,Sunny,0.9,2.3,Vegetative,0.75,2.27
Sorghum,28.9,55.8,44.4,Red Soil,6,25.4,14.1,255,Sunny,2,2.17,Flowering,1,2.26
Sorghum,31.2,47.9,62.8,Red Soil,6.4,27.6,8.7,252.2,Dry,8.2,1.8,Fruiting,0.6,2.53
Sorghum,26.9,52.2,54.4,Red Soil,5.8,18.7,8.6,252.2,Dry,8.4,1.64,Germination,0.3,2.4
Sorghum,30.2,41.5,54.5,Red Soil,6.8,27.1,12.5,290.2,Dry,2.9,2.35,Vegetative,0.75,2.52
Sorghum,29.4,47.9,65.3,Red Soil,7.4,24,6.5,254.7,Dry,6.3,1.55,Flowering,1,2.1
Sorghum,29.6,43.7,32.4,Red Soil,7.5,20.7,14,239.6,Dry,7.1,2.35,Fruiting,0.6,2.94
Sorghum,33.7,40.8,34.2,Red Soil,5.6,23.7,7.3,256.6,Dry,9.4,1.85,Germination,0.3,2.7
Sorghum,30.9,54.8,68.3,Red Soil,7,22.6,8.2,290.7,Dry,1.5,1.68,Vegetative,0.75,1.75
Sorghum,33.4,46.9,51.1,Sandy Loam,6.9,25.5,7.3,279,Dry,7,1.77,Flowering,1,2.38
Sorghum,31.6,41,33.2,Sandy Loam,7.1,20.4,6.9,262.4,Dry,9.5,1.78,Fruiting,0.6,2.64
Sorghum,32.8,56.3,68.9,Sandy Loam,5.7,19.4,14,294.6,Sunny,3,2.27,Germination,0.3,2.46
Sorghum,26.1,47.2,37.9,Sandy Loam,7.2,25.1,6.6,237.7,Dry,7.7,1.48,Vegetative,0.75,2.18
Sorghum,32,42.9,42.1,Red Soil,5.6,24,6.2,263.2,Dry,6,1.68,Flowering,1,2.2
Sorghum,32.9,50,46.4,Sandy Loam,6.6,22.6,14.9,250.4,Dry,2.5,2.41,Fruiting,0.6,2.54
Sorghum,27.8,46.3,31.9,Red Soil,6,21.6,6.8,250.6,Sunny,6.6,1.57,Germination,0.3,2.15
Sorghum,33.8,44,32.5,Red Soil,6.8,21.5,7.8,260.5,Sunny,4.2,1.85,Vegetative,0.75,2.18
Sorghum,28.9,43.7,61.7,Sandy Loam,6.5,22.8,9.5,264.3,Sunny,9.1,1.93,Flowering,1,2.74
Sorghum,31.9,51.3,68.8,Sandy Loam,5.6,26.4,11.4,254.8,Dry,9.7,2.03,Fruiting,0.6,2.9
Sorghum,32.5,56.9,55.2,Red Soil,7.1,25.7,14.7,285.8,Sunny,1.3,2.31,Germination,0.3,2.32
Sorghum,30.6,45.7,38.2,Red Soil,7.2,26.6,12,270.2,Sunny,3.8,2.19,Vegetative,0.75,2.46
Sorghum,30.9,41.1,51.9,Red Soil,6.2,21.5,14.7,304.2,Sunny,3.2,2.62,Flowering,1,2.81
Sorghum,25.4,49.2,52.8,Red Soil,5.8,21.3,7.3,276.3,Dry,1.3,1.57,Fruiting,0.6,1.62
Sorghum,32.9,49,47.4,Red Soil,6.5,18.7,9.8,279.4,Dry,7.7,1.97,Germination,0.3,2.64
Sorghum,27.7,59.7,37,Sandy Loam,5.6,25.3,13.7,293,Dry,2.7,2.09,Vegetative,0.75,2.26
Sorghum,32.5,41.4,68.5,Red Soil,5.6,20.2,8.3,279.3,Dry,9.5,1.96,Flowering,1,2.81
Sorghum,28.5,57.9,65,Red Soil,6.2,21.2,13.6,237.3,Sunny,4.3,2.05,Fruiting,0.6,2.38
Sorghum,34.3,45.7,48.4,Red Soil,7.3,27.2,12.6,308.1,Sunny,0.7,2.4,Germination,0.3,2.35
Sorghum,33.2,51.1,54.2,Sandy Loam,7.1,21.3,13.9,289.9,Sunny,7.8,2.37,Vegetative,0.75,3.03
Sorghum,33.3,58.9,55.8,Red Soil,5.5,19.7,6.1,303.2,Sunny,3.5,1.45,Flowering,1,1.73
Sorghum,25.3,49.5,36.3,Red Soil,5.9,21.9,11.2,284.8,Sunny,9.4,1.96,Fruiting,0.6,2.8
Sorghum,29.8,58.8,64.3,Sandy Loam,6.9,27.6,13,270.3,Dry,8.3,2.04,Germination,0.3,2.77
Sorghum,34.1,46.2,64.2,Sandy Loam,7.2,26.7,9.4,277.1,Dry,9.7,2.01,Vegetative,0.75,2.88
Sorghum,25.8,47.5,64.8,Red Soil,6.1,20.5,9.1,261.4,Dry,5.6,1.76,Flowering,1,2.23
Sorghum,30.6,50,58.5,Red Soil,6.2,20.4,13.9,270.6,Dry,0.4,2.31,Fruiting,0.6,2.23
Sorghum,32.2,44.3,47.5,Red Soil,7.1,18.1,9.3,272.4,Dry,7.6,1.99,Germination,0.3,2.65
Sorghum,26.7,49.3,67.4,Sandy Loam,6.3,21.4,10.3,290.6,Sunny,8.2,1.91,Vegetative,0.75,2.63
Sorghum,34.1,50.7,40.2,Red Soil,7.4,27.2,11.7,250.8,Dry,4.6,2.1,Flowering,1,2.46
Sorghum,32.7,43,63.4,Red Soil,7.2,20.4,6.6,262.2,Sunny,3.5,1.73,Fruiting,0.6,1.99
Sorghum,29.3,58.3,46.2,Red Soil,6.9,26.2,11.8,253.7,Sunny,2.2,1.9,Germination,0.3,2.02
Sorghum,29.1,43.5,34.9,Red Soil,7.5,22.8,12.3,293.6,Dry,4.5,2.27,Vegetative,0.75,2.61
Sorghum,33.9,55.9,48.1,Sandy Loam,6.1,23.6,8.6,244.2,Sunny,7.1,1.68,Flowering,1,2.31
Sorghum,25.1,52.5,69,Sandy Loam,5.7,22.4,9.9,297.4,Sunny,8.4,1.8,Fruiting,0.6,2.55
Sorghum,32.8,49.8,50.4,Sandy Loam,7.1,18.2,8.7,273.2,Dry,6.4,1.84,Germination,0.3,2.39
Sorghum,26.4,57.1,63.3,Sandy Loam,6.7,24.2,7.9,305,Dry,2.1,1.55,Vegetative,0.75,1.68
Sorghum,28.6,55.9,67.8,Red Soil,7.3,20.2,13.1,286.2,Sunny,0.8,2.11,Flowering,1,2.08
Sorghum,29,53.2,43.8,Sandy Loam,5.7,27.5,10,279.6,Sunny,5.2,1.84,Fruiting,0.6,2.27
Sorghum,30,40.2,67.9,Red Soil,7.4,27,12.7,252.4,Dry,9.9,2.31,Germination,0.3,3.18
Sorghum,33.7,45,59.8,Red Soil,6.7,19.8,13.4,260.8,Sunny,4.6,2.39,Vegetative,0.75,2.73
Sorghum,25.1,59.1,38.7,Red Soil,5.6,26.8,6.7,303.8,Sunny,3.5,1.37,Flowering,1,1.65
Sorghum,27.3,44.1,39.2,Sandy Loam,7.1,20.5,12.1,269.2,Dry,1.9,2.16,Fruiting,0.6,2.24
Sorghum,30.1,49.8,55.7,Sandy Loam,6.9,22.3,10.6,254.1,Sunny,8,1.94,Germination,0.3,2.64
Sorghum,26.3,51.5,41.4,Red Soil,6.4,26.1,7.3,250.9,Sunny,6.1,1.51,Vegetative,0.75,2.04
Sorghum,25.5,47.3,31.4,Red Soil,6.9,21.9,14.2,261.9,Sunny,5.7,2.27,Flowering,1,2.73
Sorghum,29.3,55.1,35.4,Red Soil,6.6,25.7,13.5,266.3,Sunny,8.6,2.14,Fruiting,0.6,2.89
Sorghum,25.5,55.8,64.8,Sandy Loam,7.5,18.8,14.8,281.3,Sunny,3.3,2.22,Germination,0.3,2.44
Sorghum,32.3,58.4,69.7,Red Soil,6,23.2,9.6,288.9,Dry,5.4,1.77,Vegetative,0.75,2.22
Sorghum,26.5,49.1,68.4,Red Soil,6.7,25.1,10.7,289.9,Dry,5.1,1.95,Flowering,1,2.36
Sorghum,30.9,50.6,58.3,Red Soil,7.2,26.7,10.1,260.7,Dry,5.8,1.9,Fruiting,0.6,2.38
Sorghum,32.5,51.4,68.3,Sandy Loam,5.8,27.4,10.8,302.1,Sunny,7.6,2.06,Germination,0.3,2.72
Sorghum,30.8,59.2,41.8,Red Soil,6,21.7,9.5,302.1,Sunny,8.6,1.74,Vegetative,0.75,2.51
Sorghum,26,49.4,50,Red Soil,7.5,21.5,6.3,286.5,Sunny,9.8,1.49,Flowering,1,2.4
Sorghum,30.3,58.6,48.4,Red Soil,6.2,20.1,11.6,304.9,Sunny,6.9,1.96,Fruiting,0.6,2.55
Sorghum,27.8,47.5,48.3,Red Soil,5.9,25.8,9.5,236,Sunny,3.3,1.8,Germination,0.3,2.04
Sorghum,28.3,48.8,59.4,Red Soil,6.2,19.4,13.7,290,Sunny,0.2,2.29,Vegetative,0.75,2.2
Sorghum,30.6,51.2,66,Sandy Loam,6.7,23.3,14.1,254.7,Sunny,10,2.28,Flowering,1,3.17
Sorghum,27.4,40.6,49.2,Sandy Loam,6.9,26.9,6.8,285.2,Sunny,6.1,1.72,Fruiting,0.6,2.24
Sorghum,27.9,49.3,67.9,Sandy Loam,6.9,20.3,8.3,243.3,Dry,5.6,1.66,Germination,0.3,2.14
Sorghum,34.7,49.4,55.9,Sandy Loam,5.9,24.1,12.4,231.9,Sunny,5.5,2.17,Vegetative,0.75,2.61
Sorghum,28.6,43.6,42.3,Sandy Loam,7.5,18.1,11,291.4,Sunny,0.4,2.13,Flowering,1,2.06
Sorghum,27.8,51.9,66.7,Sandy Loam,7.2,18.7,13.1,247.4,Sunny,7.1,2.1,Fruiting,0.6,2.7
Sorghum,29.1,41.4,36.2,Red Soil,5.7,25.3,9.2,270.7,Sunny,9.8,1.96,Germination,0.3,2.84
Sorghum,29.1,49.1,38.5,Sandy Loam,6,27.6,7.4,255.6,Dry,1.8,1.62,Vegetative,0.75,1.72
Sorghum,34.6,42.9,56,Red Soil,5.7,22.1,13.9,287.6,Dry,1.9,2.56,Flowering,1,2.62
Sorghum,29.5,59,36.8,Sandy Loam,7.3,24.1,14.7,278.7,Dry,6.5,2.21,Fruiting,0.6,2.75
Sorghum,32.5,44.4,64.8,Sandy Loam,6.3,21.7,13.6,241.2,Sunny,7.3,2.36,Germination,0.3,2.97
Sorghum,30,59.6,36.4,Sandy Loam,6.3,19.8,11.7,278.3,Dry,5.9,1.91,Vegetative,0.75,2.4
Sorghum,29.4,45.5,47.6,Red Soil,5.7,28,11.4,266.9,Dry,9.3,2.11,Flowering,1,2.93
Sorghum,30.5,53.4,51,Sandy Loam,5.5,20.3,10.1,235,Sunny,6.8,1.8,Fruiting,0.6,2.39
Sorghum,30.6,53.8,40.5,Sandy Loam,7.4,21.6,15,248.8,Sunny,3.8,2.31,Germination,0.3,2.57
Sorghum,25.3,55.4,64.1,Red Soil,7.1,24,6.5,300.8,Sunny,5.5,1.42,Vegetative,0.75,1.9
Sorghum,29.8,49.4,51.5,Red Soil,6.3,20.3,14,297.5,Dry,1,2.36,Flowering,1,2.34
Sorghum,25.6,57.9,37.3,Red Soil,6.2,25,9.9,294,Sunny,0.1,1.71,Fruiting,0.6,1.63
Sorghum,29.3,42.9,34,Sandy Loam,6.2,23.4,13.8,292.3,Dry,5.7,2.44,Germination,0.3,2.89
Sorghum,30.5,47.5,51.9,Sandy Loam,7.3,26,13.1,235.5,Dry,5.3,2.21,Vegetative,0.75,2.63
Sorghum,32.1,56.6,44.3,Sandy Loam,5.6,19,6.5,284.7,Sunny,9.9,1.49,Flowering,1,2.41
Sorghum,25.4,42.6,52,Red Soil,5.6,22.2,6.8,242.6,Sunny,7.8,1.57,Fruiting,0.6,2.27
Sorghum,26.2,58.7,41.4,Sandy Loam,6.3,25.3,6.5,285.1,Dry,1,1.36,Germination,0.3,1.39
Sorghum,25.2,59.5,49,Sandy Loam,6.3,24,7.3,269.3,Sunny,7.6,1.39,Vegetative,0.75,2.08
Sorghum,26.3,56.8,36.8,Sandy Loam,6.6,23.7,11.3,233.8,Sunny,0.5,1.8,Flowering,1,1.76
Sorghum,33.8,51.2,33,Sandy Loam,6.2,22.1,10.9,293.1,Dry,8.2,2.08,Fruiting,0.6,2.8
Sorghum,30.3,44.5,65,Red Soil,6,20.1,13.3,305.8,Dry,9.3,2.4,Germination,0.3,3.21
Sorghum,33.9,41.5,53.9,Sandy Loam,6.7,27.9,12.4,236.3,Sunny,1.4,2.31,Vegetative,0.75,2.33
Sorghum,30.4,40.3,63.8,Red Soil,6.4,18.1,8.3,309.6,Sunny,9,1.99,Flowering,1,2.79
Sorghum,27.9,43.1,68.4,Red Soil,6.3,24.2,6.9,242.3,Dry,5.4,1.62,Fruiting,0.6,2.08
Sorghum,27.5,40.7,35.7,Sandy Loam,7.3,26.2,10.4,279.8,Dry,6.1,2.07,Germination,0.3,2.58
Sorghum,33.1,47.1,38.2,Sandy Loam,5.8,22.3,8.5,233.2,Sunny,5.6,1.8,Vegetative,0.75,2.27
Sorghum,34.8,47,64.2,Sandy Loam,6.9,24.4,13.2,245.1,Sunny,7.1,2.32,Flowering,1,2.91
Sorghum,28.3,54.9,65,Sandy Loam,6.4,24.4,11.4,304.9,Dry,3.6,1.97,Fruiting,0.6,2.23
Sorghum,32.3,53.7,44.6,Sandy Loam,6.2,21.8,14.4,277.5,Dry,3.3,2.33,Germination,0.3,2.54
Sorghum,27.3,45.1,38,Sandy Loam,5.9,20.1,10.7,239.3,Sunny,3.9,1.95,Vegetative,0.75,2.24
Sorghum,34.4,45.8,53.1,Red Soil,7.1,19.8,12.9,299.3,Dry,5.6,2.42,Flowering,1,2.86
Sorghum,32.2,55.8,35.6,Red Soil,5.8,27.7,8.7,287.2,Dry,4.8,1.73,Fruiting,0.6,2.12
Sorghum,30.8,52.8,31.5,Sandy Loam,5.7,22.6,10.4,250.8,Sunny,7.6,1.88,Germination,0.3,2.55
Sorghum,34.1,54.5,33.5,Sandy Loam,5.8,20.6,7.9,299.5,Dry,9.9,1.73,Vegetative,0.75,2.63
Sorghum,34.3,56.7,45.2,Sandy Loam,7,23.1,9.8,273.3,Dry,2,1.84,Flowering,1,1.95
Sorghum,29.6,42.5,63.3,Sandy Loam,7.5,21.4,9.7,275.1,Sunny,1.9,2.01,Fruiting,0.6,2.1
Sorghum,27.7,44.9,31.8,Sandy Loam,6.9,26.4,6.7,270.5,Sunny,0.3,1.62,Germination,0.3,1.57
Sorghum,34.2,59.2,36.1,Red Soil,6.3,19.1,7.5,262.7,Dry,6.8,1.54,Vegetative,0.75,2.14
Sorghum,30.2,54.7,63.8,Sandy Loam,7.1,27.6,11.2,264.9,Sunny,7.9,1.93,Flowering,1,2.62
Sorghum,31.2,54.3,35.5,Red Soil,7.3,21.6,10.5,295.7,Sunny,0.2,1.94,Fruiting,0.6,1.86
Sorghum,29.3,58.3,37.9,Sandy Loam,6.5,21.9,10.6,291.7,Sunny,7.9,1.83,Germination,0.3,2.53
Sorghum,28.2,48.2,54.3,Red Soil,7.2,22.9,13.5,286.3,Sunny,9.6,2.28,Vegetative,0.75,3.13
Sorghum,33.2,48.5,40,Red Soil,5.5,19.3,7,241.1,Sunny,9,1.64,Flowering,1,2.46
Sorghum,29.5,50.6,43.6,Sandy Loam,6,26.7,6.1,269.9,Sunny,7.7,1.49,Fruiting,0.6,2.19
Sorghum,33.7,56.3,52.8,Sandy Loam,6.8,24.2,9.7,260,Sunny,8.8,1.8,Germination,0.3,2.59
Sorghum,26.1,58.3,65.1,Sandy Loam,6.1,18.8,9.7,272.5,Dry,8.9,1.67,Vegetative,0.75,2.48
Sorghum,30.5,58.1,66.4,Sandy Loam,6.6,20,6.9,281.4,Dry,4.9,1.47,Flowering,1,1.89
Sorghum,33.6,41.7,68,Red Soil,6.8,20.1,7.6,244.2,Sunny,7.2,1.84,Fruiting,0.6,2.47
Sorghum,31.1,53.3,52.7,Red Soil,6.9,27.4,13.1,257.3,Sunny,1.1,2.15,Germination,0.3,2.15
Sorghum,33.4,40.5,40.3,Sandy Loam,6.2,18.5,6.4,239,Sunny,9.7,1.72,Vegetative,0.75,2.6
Sorghum,29.3,43.9,33.1,Sandy Loam,7.1,25.7,6.4,308.4,Dry,7.5,1.71,Flowering,1,2.37
Sorghum,32.1,59.6,43.8,Red Soil,5.9,25.9,10.4,301.7,Sunny,8,1.85,Fruiting,0.6,2.56
Sorghum,29.4,42.4,67.6,Red Soil,6.1,18.3,13.5,308.2,Sunny,6.1,2.45,Germination,0.3,2.94
Sorghum,30.3,51.7,47.9,Red Soil,6.6,22,9.8,236.2,Dry,9.2,1.8,Vegetative,0.75,2.63
Sorghum,34.8,44.8,61.8,Sandy Loam,6.4,24.8,11,238.9,Sunny,3.2,2.13,Flowering,1,2.34
Sorghum,28.4,50,30.7,Red Soil,6.8,21.9,10.9,258.1,Sunny,5.6,1.94,Fruiting,0.6,2.4
Sorghum,34.8,56.8,46.4,Red Soil,6,22.1,11,277.4,Sunny,2,1.97,Germination,0.3,2.07
Sorghum,31.1,51.4,32.1,Sandy Loam,6.7,27.9,14.2,264.6,Dry,4.8,2.31,Vegetative,0.75,2.67
Sorghum,26.3,57.8,69.2,Red Soil,6.8,24.3,8.2,239.1,Dry,9.6,1.48,Flowering,1,2.37
Sorghum,33,46,37.8,Red Soil,6.8,20.9,14.5,260.4,Sunny,2.7,2.47,Fruiting,0.6,2.62
Sorghum,28.4,59,43.7,Sandy Loam,5.8,20.4,12.9,307.3,Sunny,5.9,2.05,Germination,0.3,2.54
Sorghum,31.3,48.3,39.4,Red Soil,7.2,24.4,6.5,256.6,Dry,4.9,1.59,Vegetative,0.75,2
Sorghum,31.2,48,67.3,Red Soil,6.2,25,15,240.7,Sunny,4.7,2.41,Flowering,1,2.76
Sorghum,33.2,47.6,48,Sandy Loam,7.3,27.2,9.6,258.1,Sunny,6.5,1.95,Fruiting,0.6,2.5
Sorghum,29.2,46.4,66.8,Sandy Loam,6.7,24.1,9.6,305.4,Sunny,3.6,1.97,Germination,0.3,2.23
Sorghum,34.6,58.4,34.1,Red Soil,6.3,26,13.7,244.2,Dry,7.6,2.15,Vegetative,0.75,2.8
Sorghum,28.3,45.3,59.8,Sandy Loam,6.4,25.5,14.9,295.2,Sunny,7.6,2.49,Flowering,1,3.13
Sorghum,28.2,59.4,41,Red Soil,7.3,22.1,12.6,303.9,Dry,4.9,2.01,Fruiting,0.6,2.4
Sorghum,33.4,50.1,54.8,Sandy Loam,5.7,20.2,13.6,269.7,Dry,9.3,2.33,Germination,0.3,3.14
Sorghum,25.1,48.3,69,Red Soil,6.2,19.5,14.3,259,Dry,8.2,2.25,Vegetative,0.75,2.96
Sorghum,32.1,45.9,68.8,Sandy Loam,5.8,19,6.8,239,Sunny,4.3,1.64,Flowering,1,1.99
Sorghum,27.9,56.9,60.9,Red Soil,6.3,20.2,13,232.2,Sunny,3.1,1.99,Fruiting,0.6,2.2
Sorghum,30.2,59.9,48.7,Sandy Loam,6.5,22.5,7,268.8,Sunny,1.5,1.43,Germination,0.3,1.51
Sorghum,34.1,58.9,54.7,Red Soil,6.8,26.5,6.9,259.1,Dry,8.5,1.48,Vegetative,0.75,2.26
Sorghum,30.9,45.3,35.1,Red Soil,5.8,21,13,250.2,Sunny,6.7,2.27,Flowering,1,2.83
Sorghum,33.4,53.5,51.7,Sandy Loam,6,19.4,14.1,292.9,Sunny,2.2,2.35,Fruiting,0.6,2.45
Sorghum,34.1,40.9,40.8,Red Soil,6.7,27.2,10.6,284.1,Dry,8.4,2.25,Germination,0.3,2.98
Sorghum,30.7,52.9,48.9,Red Soil,6.3,24,12.8,275,Dry,4.4,2.15,Vegetative,0.75,2.48
Sorghum,27.7,45.5,66.5,Red Soil,6.8,18.4,12.7,298.6,Sunny,3.5,2.26,Flowering,1,2.5
Sorghum,34.1,51.9,63.5,Red Soil,7.2,19.3,10.4,304.2,Sunny,7.4,2.04,Fruiting,0.6,2.68
Sorghum,26.8,53.2,35.7,Red Soil,6,21.3,7,267.4,Sunny,0.5,1.49,Germination,0.3,1.47
Sorghum,30.4,54.7,36.4,Red Soil,6,26.4,7.6,270.6,Dry,9.6,1.59,Vegetative,0.75,2.47
Sorghum,34.6,49.9,61.4,Sandy Loam,5.5,22.2,10.8,276.1,Sunny,2.5,2.08,Flowering,1,2.23
Sorghum,27.6,48.8,54.4,Red Soil,7.2,23.5,13.4,281.9,Dry,7.5,2.24,Fruiting,0.6,2.88
Sorghum,28.9,49.9,30.3,Sandy Loam,6.8,26.6,10.3,290,Dry,3.2,1.95,Germination,0.3,2.17
Sorghum,25.4,41.7,42.4,Sandy Loam,7.1,23.4,15,230.2,Sunny,5.5,2.38,Vegetative,0.75,2.81
Sorghum,26.7,50.1,54.2,Sandy Loam,7.3,18.8,10.2,258.5,Dry,5.8,1.84,Flowering,1,2.33
Sorghum,31.4,50.1,65.8,Red Soil,7.4,22.8,10.9,278.7,Dry,0.1,2.03,Fruiting,0.6,1.94
Sorghum,30.3,58,44.5,Red Soil,6.3,21.6,13.1,257.7,Sunny,0.3,2.06,Germination,0.3,1.99
Sorghum,27.5,50.2,65.7,Red Soil,7.5,27.4,6.8,232.8,Dry,0.1,1.47,Vegetative,0.75,1.41
Sorghum,30.5,41.4,61.3,Sandy Loam,7.1,23.2,13,231.5,Sunny,0.6,2.29,Flowering,1,2.24
Sorghum,31.8,44.5,39.3,Red Soil,7.4,23.8,11.5,291,Dry,6,2.23,Fruiting,0.6,2.72
Sorghum,34.2,59.7,55.8,Sandy Loam,7.1,21.1,10.3,243.7,Dry,5.7,1.78,Germination,0.3,2.26
Sorghum,28.7,43.3,54.9,Red Soil,6.5,21.9,9.2,239.3,Dry,6.3,1.86,Vegetative,0.75,2.4
Sorghum,28.7,41.2,31.5,Red Soil,5.6,20.8,8.9,278.5,Sunny,4.7,1.94,Flowering,1,2.31
Sorghum,25,58.1,52.9,Sandy Loam,6.6,18.1,11,307,Sunny,5.2,1.82,Fruiting,0.6,2.25
Sorghum,27.7,47.8,30.9,Red Soil,7.2,19.9,7.3,283.6,Sunny,1.2,1.65,Germination,0.3,1.69
Sorghum,34.9,54.6,61.3,Sandy Loam,7.1,27.5,9.1,255.6,Sunny,8.6,1.79,Vegetative,0.75,2.56
